Name,Exact Match,Macro F1,Micro F1,Time
Transformer (Embed=128),1.611090295991006,16.829438475818225,38.47244373560163,77.68584108352661
LSTM Large (Embed=128),3.14724615961035,25.53427893307459,50.68151166461018,356.50554299354553
LSTM Large (Embed=64),2.4728362682652665,25.97474625286899,50.400798744829565,190.88710355758667
OneHot Large Base,2.5103034844511027,25.696115420721917,49.80917673390915,386.512638092041
