name,hidden_dim,num_layers,lr,dropout,bidirectional,window_size,ExactMatch,Macro F1,Micro F1,Duration,Device,Status,Focal_Alpha,Focal_Gamma,Loss_Type
LSTM-Small-LR1e4-W100,64,1,0.0001,0.3,True,100,99.29131092206013,99.81678978462052,99.8119332725518,2131.05s,cuda:1,Success,0.75,1.0,Focal
LSTM-Small-LR1e4-W100,64,1,0.0001,0.3,True,100,99.39822522261116,99.8475583848409,99.84316867952609,2409.08s,cuda:1,Success,0.5,5.0,Focal
LSTM-Small-LR1e4-W100,64,1,0.0001,0.3,True,100,99.39211583400764,99.8447388170914,99.84010868030512,2402.65s,cuda:1,Success,0.5,2.0,Focal
LSTM-Small-LR1e4-W100,64,1,0.0001,0.3,True,100,99.4134986941182,99.85010433733035,99.84582977164489,1859.48s,cuda:1,Success,0.5,3.0,Focal
LSTM-Small-LR1e4-W200,64,1,0.0001,0.3,True,200,99.36462358529444,99.81697133581451,99.82132357994243,1447.24s,cuda:1,Success,0.75,5.0,Focal
LSTM-Small-LR1e4-W200,64,1,0.0001,0.3,True,200,99.36004154384234,99.81526532253112,99.81940292238907,1426.81s,cuda:1,Success,0.75,2.0,Focal
LSTM-Small-LR1e4-W200,64,1,0.0001,0.3,True,200,99.35240480808851,99.81357992480191,99.81750431422856,1461.22s,cuda:1,Success,0.75,3.0,Focal
LSTM-Small-LR1e4-W200,64,1,0.0001,0.3,True,200,99.34782276663705,99.8111982451427,99.8148240064449,2090.76s,cuda:1,Success,0.75,1.0,Focal
LSTM-Small-LR1e4-W200,64,1,0.0001,0.3,True,200,99.42877216562522,99.83152126684466,99.8369376353284,2465.37s,cuda:1,Success,0.5,5.0,Focal
LSTM-Small-LR1e4-W200,64,1,0.0001,0.3,True,200,99.43793624853087,99.83379367671196,99.83883287503818,2467.68s,cuda:1,Success,0.5,2.0,Focal
LSTM-Small-LR1e4-W200,64,1,0.0001,0.3,True,200,99.42724481847407,99.83142890963244,99.8361688720857,2018.78s,cuda:1,Success,0.5,3.0,Focal
LSTM-Small-LR1e4-W500,64,1,0.0001,0.3,True,500,99.19050601011054,99.74542948229312,99.75454962532497,1796.01s,cuda:1,Success,0.75,5.0,Focal
LSTM-Small-LR1e4-W500,64,1,0.0001,0.3,True,500,99.18592396865986,99.74421246674699,99.75339794689454,1574.67s,cuda:1,Success,0.75,2.0,Focal
LSTM-Small-LR1e4-W500,64,1,0.0001,0.3,True,500,99.17217784430149,99.74126731022653,99.74996941521898,1898.81s,cuda:1,Success,0.75,3.0,Focal
LSTM-Small-LR1e4-W500,64,1,0.0001,0.3,True,500,99.17217784430161,99.73940913684481,99.74919520718159,2304.42s,cuda:1,Success,0.75,1.0,Focal
LSTM-Small-LR1e4-W500,64,1,0.0001,0.3,True,500,99.25159989614019,99.76024600807605,99.76980023861238,2019.68s,cuda:1,Success,0.5,5.0,Focal
LSTM-Small-LR1e4-W500,64,1,0.0001,0.3,True,500,99.25159989614028,99.75965600638771,99.76978967495221,2146.08s,cuda:1,Success,0.5,2.0,Focal
LSTM-Small-LR1e4-W500,64,1,0.0001,0.3,True,500,99.24701785468787,99.75893848030731,99.76865571764525,2362.47s,cuda:1,Success,0.5,3.0,Focal
LSTM-Medium-LR1e3-W100,128,2,0.001,0.3,True,100,99.32338521222435,99.83224440788588,99.82296292904782,2849.94s,cuda:1,Success,0.75,5.0,Focal
LSTM-Medium-LR1e3-W100,128,2,0.001,0.3,True,100,99.45015502573615,99.86063897735123,99.85573289976871,3519.09s,cuda:1,Success,0.75,2.0,Focal
LSTM-Medium-LR1e3-W100,128,2,0.001,0.3,True,100,99.40586195836481,99.84938068950055,99.84238867030227,4143.34s,cuda:1,Success,0.75,3.0,Focal
LSTM-Medium-LR1e3-W100,128,2,0.001,0.3,True,100,99.44099094283075,99.8584116479786,99.8534440644846,2937.74s,cuda:1,Success,0.75,1.0,Focal
LSTM-Medium-LR1e3-W100,128,2,0.001,0.3,True,100,99.39517052830908,99.84664871668907,99.83931972321773,3419.53s,cuda:1,Success,0.5,5.0,Focal
LSTM-Medium-LR1e3-W100,128,2,0.001,0.3,True,100,99.4959754402583,99.87088098335495,99.86639385564428,3497.65s,cuda:1,Success,0.5,2.0,Focal
LSTM-Medium-LR1e3-W100,128,2,0.001,0.3,True,100,99.48833870450467,99.86657086879312,99.86220059165952,1530.98s,cuda:1,Success,0.5,3.0,Focal
LSTM-Medium-LR1e3-W200,128,2,0.001,0.3,True,200,99.42266277702298,99.83315056577409,99.83581645042801,2211.67s,cuda:1,Success,0.75,5.0,Focal
LSTM-Medium-LR1e3-W200,128,2,0.001,0.3,True,200,99.465428497243,99.84403698159578,99.8476372315036,2209.94s,cuda:1,Success,0.75,2.0,Focal
LSTM-Medium-LR1e3-W200,128,2,0.001,0.3,True,200,99.42571747132394,99.83483655519223,99.837718745585,2209.69s,cuda:1,Success,0.75,3.0,Focal
LSTM-Medium-LR1e3-W200,128,2,0.001,0.3,True,200,99.44251828998274,99.83894843309842,99.8419135335762,2210.19s,cuda:1,Success,0.75,1.0,Focal
LSTM-Medium-LR1e3-W200,128,2,0.001,0.3,True,200,99.45320972003672,99.8410817935611,99.84419869249099,2209.79s,cuda:1,Success,0.5,5.0,Focal
LSTM-Medium-LR1e3-W200,128,2,0.001,0.3,True,200,99.55706932628708,99.86450970508844,99.87013483060234,2209.81s,cuda:1,Success,0.5,2.0,Focal
LSTM-Medium-LR1e3-W200,128,2,0.001,0.3,True,200,99.4990301345591,99.8517766180197,99.8560194927456,2211.45s,cuda:1,Success,0.5,3.0,Focal
LSTM-Medium-LR1e3-W500,128,2,0.001,0.3,True,500,99.1339941655338,99.73504903587825,99.74043846403792,4402.18s,cuda:1,Success,0.75,5.0,Focal
LSTM-Medium-LR1e3-W500,128,2,0.001,0.3,True,500,99.1859239686587,99.74646404772565,99.75340360374825,4403.38s,cuda:1,Success,0.75,2.0,Focal
LSTM-Medium-LR1e3-W500,128,2,0.001,0.3,True,500,99.17675988575516,99.74463632278218,99.75112300487432,4406.69s,cuda:1,Success,0.75,3.0,Focal
LSTM-Medium-LR1e3-W500,128,2,0.001,0.3,True,500,99.20425213446752,99.75092305253806,99.75798034020393,3092.83s,cuda:0,Success,0.75,1.0,Focal
LSTM-Medium-LR1e3-W500,128,2,0.001,0.3,True,500,99.20577948161832,99.75081354020155,99.7579710865301,3087.16s,cuda:0,Success,0.5,5.0,Focal
LSTM-Medium-LR1e3-W500,128,2,0.001,0.3,True,500,99.236326424632,99.75793386432919,99.76599242916681,3085.19s,cuda:0,Success,0.5,2.0,Focal
LSTM-Medium-LR1e3-W500,128,2,0.001,0.3,True,500,99.23938111893465,99.75880785760079,99.76676251070597,3087.11s,cuda:0,Success,0.5,3.0,Focal
LSTM-Medium-LR5e4-W100,128,2,0.0005,0.3,True,100,99.46695584439314,99.86501048914725,99.85955377792703,1433.54s,cuda:0,Success,0.75,5.0,Focal
LSTM-Medium-LR5e4-W100,128,2,0.0005,0.3,True,100,99.52652238327305,99.87913081928359,99.87556871965556,1405.14s,cuda:0,Success,0.75,2.0,Focal
LSTM-Medium-LR5e4-W100,128,2,0.0005,0.3,True,100,99.52041299466921,99.8760282383566,99.87251421809992,1406.62s,cuda:0,Success,0.75,3.0,Focal
LSTM-Medium-LR5e4-W100,128,2,0.0005,0.3,True,100,99.54637789623192,99.88323171033812,99.88051565321291,1407.76s,cuda:0,Success,0.75,1.0,Focal
LSTM-Medium-LR5e4-W100,128,2,0.0005,0.3,True,100,99.53263177187499,99.87843310017853,99.87555351962132,1403.82s,cuda:0,Success,0.5,5.0,Focal
LSTM-Medium-LR5e4-W100,128,2,0.0005,0.3,True,100,99.57845218639713,99.89068542894442,99.88814360376114,1407.30s,cuda:0,Success,0.5,2.0,Focal
LSTM-Medium-LR5e4-W100,128,2,0.0005,0.3,True,100,99.59067096360363,99.89238021746884,99.8908188585608,1410.80s,cuda:0,Success,0.5,3.0,Focal
LSTM-Medium-LR5e4-W200,128,2,0.0005,0.3,True,200,99.47153788584662,99.84472314882574,99.84840327021259,1562.26s,cuda:0,Success,0.75,5.0,Focal
LSTM-Medium-LR5e4-W200,128,2,0.0005,0.3,True,200,99.50208482886045,99.85177154523087,99.85678550287382,1562.21s,cuda:0,Success,0.75,2.0,Focal
LSTM-Medium-LR5e4-W200,128,2,0.0005,0.3,True,200,99.50513952316271,99.85211038764716,99.8571679536827,1565.86s,cuda:0,Success,0.75,3.0,Focal
LSTM-Medium-LR5e4-W200,128,2,0.0005,0.3,True,200,99.49139339880593,99.84949769315922,99.85411717980249,1563.26s,cuda:0,Success,0.75,1.0,Focal
LSTM-Medium-LR5e4-W200,128,2,0.0005,0.3,True,200,99.50513952316336,99.85200738681034,99.8571635897005,1567.51s,cuda:0,Success,0.5,5.0,Focal
LSTM-Medium-LR5e4-W200,128,2,0.0005,0.3,True,200,99.56165136773858,99.86474210220342,99.87127725809101,1562.89s,cuda:0,Success,0.5,2.0,Focal
LSTM-Medium-LR5e4-W200,128,2,0.0005,0.3,True,200,99.5616513677385,99.865429697566,99.87128119139379,1581.69s,cuda:0,Success,0.5,3.0,Focal
LSTM-Medium-LR5e4-W500,128,2,0.0005,0.3,True,500,99.18134192720785,99.74556648581961,99.75227463873385,3079.81s,cuda:0,Success,0.75,5.0,Focal
LSTM-Medium-LR5e4-W500,128,2,0.0005,0.3,True,500,99.21494356452268,99.75280032435927,99.76065029708423,3080.76s,cuda:0,Success,0.75,2.0,Focal
LSTM-Medium-LR5e4-W500,128,2,0.0005,0.3,True,500,99.23021703603018,99.75628904213423,99.76447017259443,3080.23s,cuda:0,Success,0.75,3.0,Focal
LSTM-Medium-LR5e4-W500,128,2,0.0005,0.3,True,500,99.25618193759334,99.76272608353196,99.77095004110663,3080.88s,cuda:0,Success,0.75,1.0,Focal
LSTM-Medium-LR5e4-W500,128,2,0.0005,0.3,True,500,99.24090846608549,99.75915285667189,99.76714753822566,3080.26s,cuda:0,Success,0.5,5.0,Focal
LSTM-Medium-LR5e4-W500,128,2,0.0005,0.3,True,500,99.26076397904512,99.76354549107619,99.77209110237546,3080.79s,cuda:0,Success,0.5,2.0,Focal
LSTM-Medium-LR5e4-W500,128,2,0.0005,0.3,True,500,99.24549050753782,99.76005610362667,99.76827953288824,3083.79s,cuda:0,Success,0.5,3.0,Focal
LSTM-Medium-LR1e4-W100,128,2,0.0001,0.3,True,100,99.54790524338246,99.8817790598557,99.88053024722223,1458.81s,cuda:0,Success,0.75,5.0,Focal
LSTM-Medium-LR1e4-W100,128,2,0.0001,0.3,True,100,99.58150688069829,99.88874915700818,99.88815641306547,1461.07s,cuda:0,Success,0.75,2.0,Focal
LSTM-Medium-LR1e4-W100,128,2,0.0001,0.3,True,100,99.58303422784928,99.88913694373238,99.88892069853993,1470.59s,cuda:0,Success,0.75,3.0,Focal
