Name,Loss,Exact Match,Macro F1,Micro F1,Time
BestConfig-FeatSeq_Sigma60,FeatSeq_Sigma60,26.666666666666522,62.84653635002011,76.3477577036899,772.7805979251862
BestConfig-FeatSeq_LongWin_3440,FeatSeq_LongWin_3440,20.686070686070675,48.036261050667584,66.57720304176325,740.1953625679016
BestConfig-FeatSeq_ShortWin_860,FeatSeq_ShortWin_860,9.987618654560478,41.1534083786778,61.902318022410405,397.2644500732422
BestConfig-FeatSeq_Baseline_Win1720,FeatSeq_Baseline_Win1720,12.626451854627211,39.34618991701511,63.00413860261299,718.9020953178406
