Name,Loss,Exact Match,Macro F1,Micro F1,Time
BestConfig-FeatSeq_WCE_T0.26,FeatSeq_WCE_T0.26,12.738853503184721,44.39615097984839,63.97212543554007,389.159677028656
BestConfig-FeatSeq_WCE_T0.25,FeatSeq_WCE_T0.25,12.588984638441383,44.34534803758221,63.869045189206844,388.59156107902527
BestConfig-FeatSeq_WCE_T0.28,FeatSeq_WCE_T0.28,12.851255151742238,44.3263372197062,63.99834779016936,387.39865803718567
BestConfig-FeatSeq_WCE_T0.29,FeatSeq_WCE_T0.29,13.001124016485571,44.168259761786736,64.00929113609027,392.9379794597626
BestConfig-FeatSeq_WCE_T0.24,FeatSeq_WCE_T0.24,12.401648557512214,44.12530516942984,63.80936890045543,387.8002378940582
BestConfig-FeatSeq_WCE_T0.22,FeatSeq_WCE_T0.22,12.214312476583002,44.114968419043635,63.64810330912025,402.2444384098053
