Name,Loss,Exact Match,Macro F1,Micro F1,Time
BestConfig-FeatSeq_WCE_T0.25,FeatSeq_WCE_T0.25,12.588984638441383,44.34534803758221,63.869045189206844,392.44828033447266
BestConfig-FeatSeq_WCE_T0.30,FeatSeq_WCE_T0.30,13.038591232671449,44.04934206399765,64.021626117696,387.30017471313477
BestConfig-FeatSeq_WCE_T0.20,FeatSeq_WCE_T0.20,11.839640314724619,43.639000076658704,63.4407742141886,387.96757340431213
BestConfig-Transformer_WCE_T0.20,Transformer_WCE_T0.20,3.4469838890970452,23.321820169386815,44.72566859663634,134.4061975479126
BestConfig-Transformer_WCE_T0.30,Transformer_WCE_T0.30,3.821656050955412,22.218200599747266,47.396668723010485,136.21228313446045
BestConfig-Transformer_WCE_T0.25,Transformer_WCE_T0.25,3.5968527538403925,21.9156826495849,45.024776442444605,134.09340524673462
