Name,Loss,Input_win,Output_win,Delta,Sigma,Exact Match,Macro F1,Micro F1,Time
M4_Embed_BCE_iw1720_ow480_s120,BCE,1720,480,0,120,76.97478991596645,59.02635693728014,68.28478964401295,2.434513807296753
M4_Embed_WCE_iw1720_ow480_s120,WCE,1720,480,0,120,56.89075630252106,41.19452004457797,47.55140186915888,2.878046989440918
M4_Embed_WFL_iw1720_ow480_s120,WFL,1720,480,0,120,36.97478991596634,28.082066044517234,34.97326203208556,2.969241142272949
